name,dice_disc,dice_cup,iou_disc,iou_cup,pred_vcdr,gt_vcdr,pred_hcdr,gt_hcdr,pred_acdr,gt_acdr,disc_detected,cup_detected,overall_dice,abs_vcdr_error,source
REFUGE1-train-106,0.9616362865519114,0.9415229280209709,0.9261073688318819,0.8895071541423285,0.4684,0.4815,0.5405,0.5132,0.2494,0.2543,True,True,0.9515796072864411,0.0131,REFUGE1-train
ORIGA-107,0.9793580246816853,0.919075144475467,0.9595509966913189,0.8502673796223083,0.4881,0.4819,0.5823,0.5395,0.2893,0.2568,True,True,0.9492165845785762,0.006199999999999983,ORIGA
ORIGA-111,0.9574251835013277,0.9242837653163615,0.9183275563059288,0.8592263791465297,0.5811,0.5467,0.6027,0.5641,0.3479,0.3155,True,True,0.9408544744088445,0.034399999999999986,ORIGA
ORIGA-241,0.9764465875280374,0.8747103902891693,0.9539771697598483,0.7773202407102529,0.6824,0.7805,0.6585,0.7683,0.4451,0.5989,True,True,0.9255784889086034,0.09809999999999997,ORIGA
G1020-897,0.9276039233858383,0.4675925925384731,0.8649825783720969,0.3051359516155384,0.4179,0.3,0.4478,0.2419,0.1922,0.0678,True,True,0.6975982579621557,0.1179,G1020
ORIGA-549,0.9759184058836913,0.9638790734007876,0.9529693839735712,0.9302766198965413,0.7059,0.6867,0.6914,0.6875,0.4885,0.4735,True,True,0.9698987396422394,0.019199999999999995,ORIGA
REFUGE1-train-204,0.9633458646503366,0.8865323435372994,0.9292837715111223,0.7961904761146484,0.473,0.4533,0.507,0.4865,0.2371,0.2072,True,True,0.924939104093818,0.019699999999999995,REFUGE1-train
DRISHTI-GS1-train-16,0.973181690529534,0.8812260536289553,0.9477642554225658,0.7876712328593091,0.6939,0.7778,0.7363,0.8085,0.5125,0.621,True,True,0.9272038720792446,0.08390000000000009,DRISHTI-GS1-train
REFUGE1-val-107,0.9724553729640328,0.8876467299671522,0.946387482720976,0.7979899496685438,0.4458,0.3902,0.5152,0.4848,0.2346,0.1883,True,True,0.9300510514655925,0.05559999999999998,REFUGE1-val
PAPILA-282,0.9184636978377028,0.41592920344780326,0.8492213308064036,0.2625698323288911,0.1636,0.1287,0.2474,0.1368,0.0404,0.0156,True,True,0.667196450642753,0.03489999999999999,PAPILA
ORIGA-594,0.9849654611812954,0.9461811150194592,0.9703763010149353,0.8978593271622104,0.6714,0.6429,0.6716,0.6176,0.4341,0.4063,True,True,0.9655732881003773,0.02849999999999997,ORIGA
ORIGA-341,0.9422888816330584,0.9359278594714795,0.8908754623738003,0.8795718108046768,0.4321,0.4416,0.5263,0.5417,0.2259,0.2325,True,True,0.9391083705522689,0.009500000000000008,ORIGA
PAPILA-435,0.9458563535816589,0.6541471047489598,0.8972746331065891,0.4860465115148729,0.2471,0.2118,0.3205,0.2192,0.0785,0.0483,True,True,0.8000017291653093,0.0353,PAPILA
G1020-459,0.979638941546619,0.8506127856624508,0.9600904830996916,0.7400576368449534,0.4725,0.5169,0.5059,0.4943,0.2423,0.2554,True,True,0.915125863604535,0.04440000000000005,G1020
ORIGA-479,0.9683114531352612,0.9399158055514767,0.9385695480267975,0.8866425992139608,0.5,0.5556,0.5584,0.5584,0.2857,0.3058,True,True,0.954113629343369,0.05559999999999998,ORIGA
REFUGE1-val-55,0.9082645616444412,0.9143576825620681,0.8319456616820345,0.8422273780925491,0.4304,0.3529,0.5,0.4638,0.2162,0.1681,True,True,0.9113111221032546,0.07750000000000001,REFUGE1-val
REFUGE1-val-3,0.957335763391953,0.8579009433709346,0.9181630382819297,0.7511615900489849,0.5682,0.4835,0.6024,0.4607,0.3348,0.2315,True,True,0.9076183533814438,0.08470000000000005,REFUGE1-val
REFUGE1-val-169,0.9108001281817028,0.9220151828211169,0.8362102785242015,0.8553137002746077,0.3827,0.3488,0.4265,0.4189,0.1675,0.1442,True,True,0.9164076555014098,0.033899999999999986,REFUGE1-val
G1020-973,0.9701234567781466,0.7635983263198954,0.9419803404233522,0.6175972926719461,0.45,0.4868,0.5,0.5077,0.2243,0.2481,True,True,0.866860891549021,0.0368,G1020
REFUGE1-train-237,0.9519639729678263,0.8951781970180723,0.9083313439744968,0.8102466792400145,0.439,0.4444,0.5161,0.5556,0.227,0.2503,True,True,0.9235710849929493,0.005400000000000016,REFUGE1-train
REFUGE1-train-240,0.8530513918515384,0.8572972972509568,0.7437572928647899,0.750236518377461,0.4783,0.4304,0.5667,0.5217,0.2801,0.2234,True,True,0.8551743445512476,0.0479,REFUGE1-train
G1020-338,0.971992597150253,0.8394863562729143,0.945511281782393,0.7233748270092152,0.4247,0.3562,0.4143,0.3803,0.1756,0.1322,True,True,0.9057394767115836,0.0685,G1020
PAPILA-272,0.9465586493229862,0.7933398628018277,0.8985394855771159,0.6574675323608008,0.2887,0.22,0.2826,0.25,0.0835,0.0567,True,True,0.8699492560624069,0.06870000000000001,PAPILA
PAPILA-299,0.9794274708834857,0.5132743362182965,0.9596843369195457,0.3452380951793813,0.3182,0.1932,0.3133,0.2169,0.0981,0.04,True,True,0.7463509035508911,0.12499999999999997,PAPILA
ORIGA-310,0.9154984933719966,0.9430051813122501,0.8441652572881333,0.8921568626826221,0.5135,0.5507,0.5972,0.7538,0.3122,0.4035,True,True,0.9292518373421234,0.03720000000000001,ORIGA
G1020-657,0.9703740898698171,0.7945425360518024,0.9424530602062313,0.6591211716832063,0.4133,0.3378,0.4478,0.3857,0.1855,0.1277,True,True,0.8824583129608097,0.07550000000000001,G1020
DRISHTI-GS1-test-34,0.972411702281549,0.7732634337936235,0.9463047647006003,0.6303418803149426,0.4787,0.5851,0.4719,0.5934,0.2246,0.353,True,True,0.8728375680375863,0.10639999999999994,DRISHTI-GS1-test
PAPILA-296,0.9676316110848441,0.648608534298753,0.9372929484034868,0.4799560680680968,0.4775,0.4,0.4737,0.2826,0.2209,0.1075,True,True,0.8081200726917985,0.07749999999999996,PAPILA
PAPILA-456,0.928157933791538,0.5365079364227765,0.8659465447878971,0.3665943600072463,0.233,0.1735,0.2667,0.175,0.0627,0.0283,True,True,0.7323329351071572,0.059500000000000025,PAPILA
PAPILA-69,0.9596846443232414,0.772599663088922,0.922493971742766,0.6294602012520832,0.4872,0.4649,0.4845,0.3956,0.245,0.178,True,True,0.8661421537060817,0.022300000000000042,PAPILA
DRISHTI-GS1-train-13,0.9684775318505963,0.8402597402460997,0.9388816644857841,0.724524076127533,0.5934,0.734,0.6739,0.6882,0.4035,0.5115,True,True,0.904368636048348,0.14059999999999995,DRISHTI-GS1-train
G1020-917,0.9691786621425132,0.8946910356442693,0.9402004271243601,0.8094488188339016,0.4556,0.4432,0.4699,0.4167,0.2184,0.1716,True,True,0.9319348488933913,0.012400000000000022,G1020
PAPILA-188,0.9483562161421567,0.8432147562304607,0.9017846448568476,0.7289293849243206,0.463,0.5,0.4639,0.3789,0.2083,0.1724,True,True,0.8957854861863087,0.03699999999999998,PAPILA
G1020-841,0.9833301027235575,0.8435091878825279,0.9672068636612544,0.729369554037449,0.6145,0.5542,0.6203,0.5316,0.3819,0.2731,True,True,0.9134196453030428,0.06030000000000002,G1020
DRISHTI-GS1-test-17,0.9742447858608012,0.7874807880286785,0.9497829232858208,0.649458400538155,0.625,0.7835,0.6932,0.809,0.4289,0.6287,True,True,0.8808627869447399,0.15849999999999997,DRISHTI-GS1-test
G1020-355,0.9129858206578293,0.9055118110026514,0.8399024023866385,0.8273381294613907,0.6552,0.5806,0.697,0.7183,0.4613,0.4227,True,True,0.9092488158302403,0.0746,G1020
ORIGA-44,0.9619710765831604,0.8966565349203398,0.9267285861521831,0.8126721762525707,0.5,0.55,0.5405,0.5333,0.274,0.2898,True,True,0.92931380575175,0.050000000000000044,ORIGA
PAPILA-17,0.9698254224944513,0.881271498032484,0.9414185165030706,0.7877438507042464,0.7,0.7455,0.6442,0.6602,0.4452,0.4954,True,True,0.9255484602634676,0.045500000000000096,PAPILA
G1020-972,0.9751191106302263,0.8675534990822699,0.9514462809720776,0.7660878446612781,0.3793,0.4471,0.3944,0.4714,0.1575,0.2091,True,True,0.9213363048562481,0.06779999999999997,G1020
G1020-993,0.9105570028419482,0.9431664410728574,0.8358005010057892,0.8924455824721581,0.3924,0.4571,0.4366,0.4462,0.1724,0.1965,True,True,0.9268617219574028,0.06469999999999998,G1020
PAPILA-118,0.9298403602052407,0.7389162560363028,0.8688800489463145,0.5859374998474121,0.2418,0.1932,0.2444,0.1882,0.0599,0.0388,True,True,0.8343783081207718,0.04859999999999998,PAPILA
G1020-726,0.9266839378118306,0.7343283581541545,0.8633840212198073,0.5801886791768646,0.44,0.3662,0.4507,0.4062,0.2013,0.1415,True,True,0.8305061479829925,0.07379999999999998,G1020
PAPILA-433,0.9686204854886404,0.9333808335969583,0.9391504018261865,0.8750835002755455,0.3826,0.4035,0.4479,0.4421,0.1685,0.1637,True,True,0.9510006595427993,0.02090000000000003,PAPILA
ORIGA-615,0.9461467037958896,0.8389743589456762,0.8977973568084185,0.7226148409468425,0.5195,0.6486,0.56,0.6056,0.2892,0.3955,True,True,0.892560531370783,0.1291,ORIGA
REFUGE1-val-299,0.9144670050645373,0.9355456285299587,0.8424129062229971,0.8788968823886215,0.4571,0.4026,0.4923,0.4507,0.2206,0.1805,True,True,0.925006316797248,0.05449999999999999,REFUGE1-val
REFUGE1-val-105,0.9327132959957035,0.8969482529457343,0.8739107237973696,0.8131515636877985,0.4588,0.3936,0.527,0.4545,0.2452,0.1878,True,True,0.9148307744707189,0.06519999999999998,REFUGE1-val
PAPILA-386,0.8829355414768393,0.8675754624699331,0.7904069767326976,0.7661220979564812,0.439,0.337,0.4598,0.4362,0.2055,0.1348,True,True,0.8752555019733862,0.10199999999999998,PAPILA
PAPILA-274,0.9828605914243641,0.8131539611117145,0.966298801459994,0.6851385390083053,0.4393,0.4057,0.5455,0.43,0.2384,0.1649,True,True,0.8980072762680393,0.03360000000000002,PAPILA
PAPILA-473,0.9485080878974769,0.8698532891211618,0.9020593282556747,0.7696817419790886,0.3762,0.3333,0.3689,0.3918,0.14,0.1319,True,True,0.9091806885093193,0.042899999999999994,PAPILA
ORIGA-612,0.9295347268892526,0.7982182627706808,0.868346456665564,0.6641957004696667,0.6471,0.6,0.65,0.537,0.4249,0.325,True,True,0.8638764948299666,0.04710000000000003,ORIGA
ORIGA-217,0.9712284213038376,0.9165474486925824,0.9440661478369634,0.8459507041508846,0.473,0.5,0.493,0.5797,0.2388,0.2869,True,True,0.94388793499821,0.027000000000000024,ORIGA
REFUGE1-val-50,0.9354619565111473,0.8753154971794389,0.8787492022786908,0.7782764810791493,0.4474,0.4405,0.5286,0.4861,0.2336,0.216,True,True,0.9053887268452931,0.006900000000000017,REFUGE1-val
PAPILA-68,0.953355821792757,0.8677991137050296,0.9108690820081031,0.7664709719004259,0.3704,0.4528,0.3585,0.3861,0.1349,0.1821,True,True,0.9105774677488934,0.08239999999999997,PAPILA
PAPILA-73,0.9346653055203831,0.7578757875105422,0.8773442847244717,0.6101449274478051,0.2222,0.2826,0.2526,0.375,0.059,0.1061,True,True,0.8462705465154626,0.06040000000000001,PAPILA
PAPILA-302,0.9188608275066041,0.7628716460650564,0.849900596412084,0.6166471277119991,0.2909,0.2793,0.3434,0.2347,0.1004,0.0637,True,True,0.8408662367858303,0.0116,PAPILA
G1020-305,0.9678990081066916,0.855189558714415,0.9377948628177915,0.7470141150652547,0.5955,0.6742,0.6667,0.7125,0.3936,0.4754,True,True,0.9115442834105534,0.07869999999999999,G1020
PAPILA-349,0.9371881188044578,0.41153846145931955,0.8818005663901952,0.25907990308496853,0.2198,0.1364,0.2796,0.1236,0.0616,0.0181,True,True,0.6743632901318887,0.0834,PAPILA
G1020-667,0.8544645694176285,0.1762452106942059,0.7459084604508763,0.09663865544188263,0.1481,0.3478,0.1194,0.375,0.0161,0.1382,True,True,0.5153548900559172,0.1997,G1020
PAPILA-486,0.931164415026825,0.7307692306911572,0.8711951848517422,0.5757575756606469,0.2967,0.2529,0.2963,0.3108,0.0894,0.0821,True,True,0.830966822858991,0.043800000000000006,PAPILA
G1020-552,0.9411988220676242,0.5149889554902181,0.8889287636660878,0.34679133020200636,0.3976,0.6437,0.4079,0.6585,0.1647,0.4222,True,True,0.7280938887789211,0.24610000000000004,G1020
ORIGA-385,0.9565324771430411,0.8981723237363402,0.9166863905108477,0.8151658767386177,0.6538,0.6711,0.7059,0.7424,0.4474,0.5,True,True,0.9273524004396907,0.017299999999999982,ORIGA
REFUGE1-val-390,0.9062341611605638,0.8576480989515783,0.8285449490012807,0.7507739936918307,0.4028,0.338,0.4912,0.5306,0.2019,0.1784,True,True,0.8819411300560711,0.06479999999999997,REFUGE1-val
REFUGE1-val-4,0.9737963082357842,0.8059467917992217,0.9489308175861905,0.6749672345117999,0.3902,0.3176,0.5,0.431,0.1977,0.1325,True,True,0.889871550017503,0.0726,REFUGE1-val
G1020-519,0.9290486795906928,0.8222357971397535,0.8674985145315658,0.6981327800105671,0.5147,0.4769,0.5806,0.5088,0.2877,0.2293,True,True,0.8756422383652231,0.037800000000000056,G1020
DRISHTI-GS1-test-32,0.9711501864887634,0.9085801240675572,0.9439183190153312,0.8324753324574758,0.8041,0.87,0.7791,0.764,0.636,0.6641,True,True,0.9398651552781603,0.06589999999999996,DRISHTI-GS1-test
G1020-874,0.9621134020494573,0.8097120270576108,0.9269927985863672,0.680265654584415,0.4133,0.5211,0.4627,0.5373,0.1952,0.2615,True,True,0.885912714553534,0.1078,G1020
PAPILA-128,0.9625304984231219,0.3090727816242201,0.9277675121631486,0.18278301884636994,0.3371,0.1724,0.4286,0.1512,0.1451,0.0275,True,True,0.635801640023671,0.1647,PAPILA
ORIGA-559,0.9825901381446411,0.6999287241375649,0.9657761094951253,0.5383771929529398,0.443,0.6538,0.4795,0.6301,0.2193,0.4121,True,True,0.841259431141103,0.21080000000000004,ORIGA
G1020-292,0.9758444002825907,0.880931065314193,0.9528282621818904,0.7871999999370239,0.4512,0.481,0.48,0.4935,0.2194,0.248,True,True,0.9283877327983918,0.029799999999999993,G1020
G1020-331,0.915454545440675,0.7430939225492964,0.8440905280568849,0.5912087910788552,0.338,0.2267,0.3966,0.4035,0.1333,0.0875,True,True,0.8292742339949857,0.11130000000000001,G1020
REFUGE1-train-140,0.9612555173987095,0.9418837674878815,0.9254013219800425,0.8901515150672205,0.4868,0.4605,0.5217,0.5217,0.2597,0.2298,True,True,0.9515696424432956,0.02629999999999999,REFUGE1-train
REFUGE1-val-193,0.9461388708477265,0.7081138039295981,0.897783251203886,0.548123980334727,0.3968,0.3651,0.4286,0.377,0.1694,0.1377,True,True,0.8271263373886624,0.031700000000000006,REFUGE1-val
G1020-109,0.9696162692050645,0.9472241260488536,0.941024436068115,0.8997395832161798,0.4189,0.4156,0.4203,0.4348,0.1747,0.1784,True,True,0.9584201976269591,0.0032999999999999696,G1020
G1020-626,0.9724146311705867,0.8857526881125166,0.94631031218197,0.7949336549101407,0.4267,0.4054,0.4638,0.3784,0.1995,0.1626,True,True,0.9290836596415517,0.02130000000000004,G1020
REFUGE1-train-143,0.9596450454155964,0.9327800829488474,0.922420796081998,0.8740279937111953,0.5125,0.4691,0.5333,0.4935,0.2745,0.2354,True,True,0.9462125641822219,0.04339999999999994,REFUGE1-train
ORIGA-437,0.9166666666522537,0.8635778635222923,0.8461538461292843,0.7599093996874395,0.4722,0.4839,0.5082,0.5,0.2415,0.2477,True,True,0.890122265087273,0.011699999999999988,ORIGA
G1020-734,0.9767090519831713,0.9056166762648745,0.9544783464332067,0.82751322742566,0.473,0.4459,0.5147,0.4559,0.2393,0.1962,True,True,0.9411628641240228,0.027099999999999957,G1020
G1020-807,0.9547182855057642,0.7689674842687412,0.9133597883396526,0.6246524559198653,0.3846,0.3659,0.4783,0.5857,0.1851,0.218,True,True,0.8618428848872527,0.018699999999999994,G1020
PAPILA-24,0.9717357910831663,0.6301158300671725,0.9450253958627872,0.45997745203382445,0.3523,0.2907,0.3895,0.2371,0.1348,0.0634,True,True,0.8009258105751694,0.06159999999999999,PAPILA
ORIGA-204,0.9301419426533518,0.8536953242406388,0.8694068678233765,0.7447368420399353,0.5135,0.4571,0.5846,0.5323,0.299,0.2517,True,True,0.8919186334469953,0.05639999999999995,ORIGA
PAPILA-288,0.9212035020624807,0.944782102664622,0.8539177720948017,0.8953431372329573,0.5968,0.6142,0.5424,0.5841,0.3255,0.3624,True,True,0.9329928023635514,0.01739999999999997,PAPILA
G1020-411,0.9813809802038792,0.9569913211001545,0.9634426229350256,0.9175295857648843,0.6452,0.6667,0.6867,0.6463,0.4439,0.4218,True,True,0.9691861506520169,0.021499999999999964,G1020
ORIGA-395,0.9859656939074852,0.9719730941431622,0.9723198593811002,0.9454743729037364,0.6026,0.6282,0.6438,0.6575,0.3812,0.4141,True,True,0.9789693940253237,0.025599999999999956,ORIGA
PAPILA-67,0.806293351371965,0.8933560476697324,0.6754535147296563,0.8072660098025082,0.4615,0.5301,0.4706,0.5517,0.2196,0.2777,True,True,0.8498246995208487,0.0686,PAPILA
G1020-440,0.9410916085522073,0.7292241643443967,0.8887375113398617,0.5738416988140038,0.5506,0.5,0.5357,0.4598,0.2932,0.2331,True,True,0.835157886448302,0.05059999999999998,G1020
G1020-231,0.954452405310204,0.8957415564687414,0.9128732256262145,0.8111702126580891,0.4412,0.4167,0.4366,0.375,0.1906,0.1589,True,True,0.9250969808894727,0.024499999999999966,G1020
ORIGA-97,0.964048727335208,0.9143364402815283,0.9305927342078281,0.8421913327537943,0.6163,0.6049,0.7564,0.6883,0.4669,0.4241,True,True,0.9391925838083681,0.011399999999999966,ORIGA
REFUGE1-val-132,0.9598934043842786,0.8361010829721226,0.9228798359999263,0.7183622827892852,0.3947,0.3625,0.4839,0.4833,0.193,0.1764,True,True,0.8979972436782007,0.032200000000000006,REFUGE1-val
G1020-943,0.9077777777651698,0.6151866151074407,0.8311291963166041,0.4442379181330413,0.3514,0.2698,0.3824,0.2615,0.1365,0.0736,True,True,0.7614821964363052,0.0816,G1020
REFUGE1-val-261,0.963089250695055,0.9567320612481395,0.9288063136973231,0.9170530653829442,0.5368,0.5567,0.6053,0.55,0.3312,0.3042,True,True,0.9599106559715973,0.019899999999999918,REFUGE1-val
PAPILA-341,0.9461152882131413,0.2216494844789563,0.8977407847666804,0.12463768112329342,0.2333,0.1124,0.2258,0.069,0.0522,0.007,True,True,0.5838823863460488,0.12090000000000001,PAPILA
REFUGE1-train-297,0.955842888497733,0.7357247437505225,0.9154205607262752,0.5819339895436054,0.4737,0.5844,0.5224,0.6957,0.2511,0.4116,True,True,0.8457838161241278,0.11070000000000002,REFUGE1-train
ORIGA-224,0.9097065462660608,0.9301489470742129,0.8343685300049997,0.8694191070153904,0.5476,0.6351,0.6625,0.7143,0.3579,0.4495,True,True,0.9199277466701369,0.08750000000000002,ORIGA
REFUGE1-val-20,0.9768105601025471,0.9394273127235998,0.9546722454450333,0.8857736239994005,0.4177,0.4444,0.5455,0.5,0.221,0.211,True,True,0.9581189364130734,0.0267,REFUGE1-val
G1020-394,0.9815638906423196,0.9141104293917723,0.9637952559060227,0.8418079095094003,0.4342,0.4416,0.4925,0.4531,0.2152,0.1993,True,True,0.947837160017046,0.007400000000000018,G1020
DRISHTI-GS1-train-39,0.9483527901659534,0.675606448686521,0.9017784493676417,0.5101251421954466,0.578,0.7207,0.4946,0.7273,0.2868,0.5145,True,True,0.8119796194262372,0.14270000000000005,DRISHTI-GS1-train
ORIGA-331,0.9716476642016784,0.8848137535563091,0.9448587126973144,0.7934224048924243,0.5882,0.5366,0.6579,0.6,0.3824,0.3203,True,True,0.9282307088789937,0.05159999999999998,ORIGA
PAPILA-441,0.9562772133440105,0.3787375414024127,0.9162176255707245,0.2336065572813088,0.2093,0.092,0.2048,0.1026,0.0436,0.0105,True,True,0.6675073773732116,0.11730000000000002,PAPILA
G1020-375,0.9687042215878452,0.8944399676958549,0.9393078512154105,0.8090379007567,0.4,0.4118,0.4348,0.4118,0.1757,0.1547,True,True,0.93157209464185,0.011799999999999977,G1020
G1020-829,0.9712535343900652,0.8702290075782296,0.94411360510893,0.7702702701835281,0.4321,0.3875,0.4706,0.4394,0.2036,0.1665,True,True,0.9207412709841474,0.04459999999999997,G1020
REFUGE1-train-362,0.9626490897526264,0.8483290487704944,0.9279878970974891,0.7366071427475287,0.3913,0.3857,0.4746,0.4746,0.1858,0.1805,True,True,0.9054890692615605,0.005599999999999994,REFUGE1-train
CRFO-v4-76,0.95879719957582,0.8239461565418369,0.9208553791684115,0.7006024095963492,0.5875,0.5584,0.6479,0.5224,0.3686,0.2762,True,True,0.8913716780588284,0.029100000000000015,CRFO-v4
PAPILA-342,0.9635264841737395,0.6782608694669188,0.9296199752925007,0.5131578946243075,0.2577,0.1961,0.2527,0.1702,0.0658,0.0333,True,True,0.8208936768203292,0.06159999999999999,PAPILA
PAPILA-454,0.9733048585092544,0.9527959331534933,0.9479979199044722,0.9098474340561825,0.4314,0.4078,0.4468,0.4505,0.1866,0.1809,True,True,0.9630503958313739,0.02360000000000001,PAPILA
PAPILA-166,0.9745601822492433,0.909952606595866,0.9503826215631895,0.8347826086296614,0.3636,0.4259,0.3617,0.427,0.132,0.1624,True,True,0.9422563944225546,0.06230000000000002,PAPILA
REFUGE1-train-145,0.968721251138814,0.9267532467051037,0.9393398750905589,0.8635043561603577,0.443,0.4342,0.5139,0.4857,0.2264,0.2161,True,True,0.9477372489219589,0.00880000000000003,REFUGE1-train
ORIGA-564,0.9573063972935043,0.892201834811227,0.9181090157344844,0.8053830226909542,0.4459,0.3973,0.5303,0.5873,0.2366,0.233,True,True,0.9247541160523656,0.04860000000000003,ORIGA
ORIGA-247,0.9546250168176299,0.8160291438608366,0.9131890777714274,0.6892307691777514,0.4925,0.5294,0.5571,0.6,0.2724,0.3187,True,True,0.8853270803392332,0.03689999999999999,ORIGA
DRISHTI-GS1-train-24,0.9820402298762388,0.9567058823304305,0.9647141848806507,0.9170049616185384,0.5977,0.6047,0.6506,0.6145,0.3952,0.3681,True,True,0.9693730561033347,0.007000000000000006,DRISHTI-GS1-train
PAPILA-271,0.9882024432740788,0.884750527024429,0.9766800055060483,0.7933207308888897,0.451,0.396,0.4889,0.4891,0.2175,0.1797,True,True,0.936476485149254,0.05499999999999999,PAPILA
ORIGA-9,0.9674336728156994,0.8934388087066805,0.9369215781554574,0.8074011773921445,0.4487,0.5263,0.5303,0.5758,0.2422,0.2992,True,True,0.9304362407611899,0.0776,ORIGA
PAPILA-275,0.9715294948712714,0.5844980939536851,0.9446352520820904,0.41292639130827175,0.268,0.1429,0.2935,0.2234,0.0772,0.0343,True,True,0.7780137944124783,0.12510000000000002,PAPILA
REFUGE1-train-253,0.9610962935623921,0.9031682284291314,0.9251062322782382,0.8234336858565147,0.4375,0.5,0.4405,0.4444,0.1926,0.2189,True,True,0.9321322609957617,0.0625,REFUGE1-train
REFUGE1-val-330,0.9408474940746305,0.9035257651722772,0.8883021933207088,0.8240282684930015,0.5,0.5287,0.5758,0.5139,0.2867,0.2695,True,True,0.9221866296234539,0.028699999999999948,REFUGE1-val
PAPILA-131,0.8968939847617275,0.6322444677942841,0.8130623642442901,0.4622496147207628,0.3187,0.236,0.3077,0.2405,0.1007,0.0572,True,True,0.7645692262780058,0.0827,PAPILA
G1020-71,0.9413108416715751,0.9156118143183963,0.8891286306906369,0.8443579766067616,0.5698,0.5652,0.5375,0.4878,0.3017,0.2823,True,True,0.9284613279949857,0.0045999999999999375,G1020
REFUGE1-val-232,0.9667715984497286,0.9170340680995177,0.9356804332896484,0.846780162779661,0.4938,0.4881,0.5672,0.6406,0.2793,0.3024,True,True,0.9419028332746231,0.005700000000000038,REFUGE1-val
REFUGE1-train-210,0.9646551723999331,0.8444444443963279,0.9317235636710596,0.7307692306971628,0.4493,0.5493,0.5,0.5156,0.223,0.2793,True,True,0.9045498083981305,0.10000000000000003,REFUGE1-train
REFUGE1-val-290,0.9284565916274323,0.8764542935802518,0.8664666166324965,0.78007889538658,0.4559,0.4795,0.5,0.5429,0.2289,0.2531,True,True,0.902455442603842,0.023599999999999954,REFUGE1-val
REFUGE1-val-255,0.9784227611134387,0.9350272231965507,0.9577570093278924,0.877982276695434,0.4719,0.5,0.5405,0.5405,0.2589,0.267,True,True,0.9567249921549947,0.028100000000000014,REFUGE1-val
G1020-817,0.9573010015713516,0.7940220922161129,0.9180990899713226,0.6584051723428443,0.3793,0.382,0.4225,0.4394,0.165,0.1595,True,True,0.8756615468937322,0.00269999999999998,G1020
REFUGE1-val-71,0.974281805732226,0.9096252754658615,0.9498532941864537,0.834231805817489,0.3855,0.378,0.4655,0.5263,0.1807,0.1917,True,True,0.9419535405990438,0.007500000000000007,REFUGE1-val
ORIGA-644,0.9798373983660176,0.9711026615784962,0.9604717883174932,0.9438285291595038,0.6629,0.6667,0.6591,0.6477,0.4264,0.4289,True,True,0.975470029972257,0.0037999999999999146,ORIGA
ORIGA-591,0.9824170168883916,0.9663039662870077,0.9654416722696318,0.9348047537882919,0.663,0.6374,0.7531,0.7531,0.4969,0.4804,True,True,0.9743604915876996,0.025600000000000067,ORIGA
ORIGA-387,0.9371428571336241,0.8049246444320755,0.8817204300911806,0.6735346358552918,0.55,0.8158,0.6279,0.7375,0.3516,0.5916,True,True,0.8710337507828498,0.2657999999999999,ORIGA
G1020-861,0.9235697940362537,0.662349676164445,0.8579931972545921,0.4951590594059255,0.4348,0.3167,0.4839,0.3636,0.2126,0.1141,True,True,0.7929597351003493,0.11810000000000004,G1020
REFUGE1-val-253,0.9459318497831543,0.9264322916365094,0.8974105228286754,0.8629472406996394,0.5222,0.4731,0.5844,0.494,0.3007,0.2368,True,True,0.9361820707098318,0.04909999999999998,REFUGE1-val
PAPILA-51,0.9588242910723888,0.8612493089628939,0.9209053600183944,0.7563106795382222,0.3426,0.3303,0.382,0.3053,0.1338,0.1017,True,True,0.9100368000176413,0.012300000000000033,PAPILA
REFUGE1-val-41,0.9565299209544925,0.9597960384200864,0.9166816952043881,0.9226998491356448,0.7093,0.6703,0.6842,0.7013,0.4901,0.4703,True,True,0.9581629796872895,0.039000000000000035,REFUGE1-val
G1020-609,0.9491279069668902,0.7931232091236032,0.9031811894703976,0.6571699904409145,0.3614,0.4458,0.4189,0.48,0.1508,0.2112,True,True,0.8711255580452467,0.08439999999999998,G1020
PAPILA-464,0.941893603539092,0.8094885099474063,0.8901690857266172,0.6799501867148257,0.3053,0.2688,0.3596,0.3953,0.1117,0.1014,True,True,0.8756910567432492,0.03650000000000003,PAPILA
CRFO-v4-44,0.959515971163275,0.9411175143838357,0.9221823157016901,0.8887837197875635,0.6118,0.5618,0.622,0.5595,0.3756,0.3359,True,True,0.9503167427735554,0.050000000000000044,CRFO-v4
G1020-34,0.9726955002078124,0.7671840354200159,0.9468424409749768,0.6223021581987648,0.4096,0.3494,0.4366,0.3333,0.1813,0.1139,True,True,0.8699397678139141,0.06020000000000003,G1020
CRFO-v4-5,0.9734844546015027,0.8576465402883365,0.9483387357992639,0.7507716048803417,0.4881,0.4444,0.527,0.4533,0.26,0.2114,True,True,0.9155654974449197,0.04369999999999996,CRFO-v4
G1020-48,0.9757857974275228,0.8625954197924557,0.9527165264616341,0.7583892616601354,0.4198,0.4458,0.4627,0.3971,0.1938,0.1724,True,True,0.9191906086099892,0.025999999999999968,G1020
G1020-827,0.8445426425024786,0.8824324323728086,0.7309163224609008,0.7896009672563965,0.3516,0.3625,0.3478,0.3947,0.1236,0.1406,True,True,0.8634875374376436,0.010899999999999965,G1020
REFUGE1-val-108,0.9585115483216583,0.9135021096725211,0.9203285420755579,0.840776698974707,0.5676,0.5195,0.6104,0.5185,0.3447,0.2667,True,True,0.9360068289970898,0.04810000000000003,REFUGE1-val
